codConceptoVentas;idVenta;concepto;cantidad;precioUnitario;subTotal
ccv-3147;0cd789ef-6954-44f4-8192-58606bc9dfd5;Coca Cola 3L;1;15;30
ccv-3148;9d294c63-0083-42ea-92e4-0a3aeff55fc5;Bock 440ml;1;9;9
ccv-3149;7153e17f-ca10-42b0-a573-080615b804b2;Pepsi 3L;1;12;12
ccv-3150;f742bd91-3791-4e9b-ba58-6ed885cb85e1;Vino Kohlberg;1;25;25
ccv-3151;b356e6b7-9446-41f6-a034-04b99dcf76db;Coca Cola 3L;3;15;45
ccv-3152;f8983107-d83a-4ad4-ac66-a32c70feda7f;7Up;1;12;12
ccv-3153;30c28d66-818f-4b4a-b72b-560b30644309;Cajetilla Winston;1;10;10
ccv-3154;b1596f92-e325-45e3-96c4-bc6d05ce0d82;Ron Abuelo 1L;1;85;85
ccv-3155;38b082c4-3350-4c41-82a8-adea05b0b29f;Cuba Libre 2L;1;25;25
ccv-3156;12bed8e5-df60-4d92-bc46-5d0861f65736;Huari Lata 440ml;2;10;20
ccv-3157;85fc74f8-8036-4080-8575-bcf8e85c63c0;Cuba Libre 2L;1;25;25
ccv-3158;d94529bf-9656-4a5c-b5a8-160bda2aedee;Sprite 3L;2;14;28
ccv-3159;c38f546f-8015-4727-affa-7cd14315b516;Cuba Libre 2L;1;25;25
ccv-3160;d4416a93-d2b2-4f77-b0ae-58e368893170;Coca Cola 3L;1;14;14
ccv-3161;e256519d-383d-48ec-9d81-8cc44f4c367b;Quilmes 473ml;1;8;8
ccv-3162;3c4e75f6-5747-4983-865b-8731f5f77a50;Paceña 440ml;3;9;27
ccv-3163;3debdec2-0899-4cff-a9ca-f541e1d54962;Singani Rujero;1;30;30
ccv-3164;4978127e-ce78-4396-803f-b5a32a6dfc00;Coca Cola 3L;2;14;28
ccv-3165;3f5bda76-b959-42f3-a4d2-72649260ea1d;Ron Abuelo 1L;1;85;85
ccv-3166;022ede76-ae30-4a81-b5b4-b2fb50984d50;Pepsi 3L;3;12;36
ccv-3167;d2c6878f-3b19-4560-888b-6cda7877ebbb;Fanta 3L;1;14;14
ccv-3168;45a17f12-c667-4e70-a6f2-80b312f10b3b;Fanta 3L;2;14;28
ccv-3169;20f43d48-3949-4e3b-9f45-bbcec173fec6;Paceña 440ml;6;9;54
ccv-3170;0ae49638-309a-4f83-a1f5-4b80b951daae;Singani Rujero;1;30;30
ccv-3171;2bf879d2-82b6-41d6-bd30-c4a668a4f78d;Ron Carta Vieja;2;60;120
ccv-3172;ee25e9f4-afb8-42f5-9a31-66e3ff45d028;Sprite 3L;2;14;28
ccv-3173;a15dbc0d-1457-422f-af65-6aa0e3f0b80b;Fernet Bronco;1;75;75
ccv-3174;5483e2d8-73d4-4699-8b99-f2863711ef06;Vino Kohlberg;3;25;75
ccv-3175;2bb5e9e7-0a37-4a9c-a868-fa0b25376aab;7Up;2;12;24
ccv-3176;fa8b18b4-f62c-4118-87a2-b6c77b111072;Ron Habana;1;90;90
ccv-3177;bd9f999d-c789-4561-97ae-cce5f1c91404;Agua Vital 990ml;2;6;12
ccv-3178;788ea3ca-3432-4bc5-af0a-f9618411c732;Quilmes 473ml;5;8;40
ccv-3179;ffa49112-0778-4462-9030-78dc0c4a7675;Cajetilla Winston;2;10;20
ccv-3180;e7f07dc3-39cf-4f76-9e0e-0c0aa5447d33;Ron Presidente;1;45;45
ccv-3181;5a9b6f78-e981-45fe-ad89-49e5927e72e3;Cuba Libre 2L;3;25;75
ccv-3182;b86adb7e-a3f3-4b31-a45f-e17fccce67a0;Tres Plumas Seca;1;10;10
ccv-3183;db70e114-5874-44b1-88e9-ea78e1a2f104;Coca Cola 3L;4;14;56
ccv-3184;f40b20d9-8fa1-42c0-82ca-bcf44a3eb701;Singani Caso Real Azul;1;35;35
ccv-3185;3bc8c5d0-c9f1-4019-b19a-6c45cde50e6e;Pepsi 3L;1;12;12
ccv-3186;577d550e-819c-4e9a-a360-d3a7070df33e;Conti 473ml;2;7;14
ccv-3187;abc5cb4f-a6ae-48e5-8491-4f6e35f8eb3e;Sprite 3L;1;14;14
ccv-3188;99653655-77d5-4864-ae57-5339139168cf;Flor de Caña 1L;1;75;75
ccv-3189;128adab2-ba19-45d6-a5bd-b49748954c2b;Fanta 3L;3;15;45
ccv-3190;fcb8da96-b0d0-4b81-b213-8e79416254b2;Paceña 440ml;4;9;36
ccv-3191;29dd796d-0756-4583-ae2c-c2632f366b05;Ron Flor de Caña;1;75;75
ccv-3192;29dd796d-0756-4583-ae2c-c2632f366b05;Coca Cola 3L;3;15;45
ccv-3193;99271b55-7349-444a-8965-03ca1a0615f3;Quilmes 473ml;2;8;16
ccv-3194;40531c26-cfbd-452e-9264-42e30ccb08f7;Pepsi 3L;2;12;24
ccv-3195;1829b998-0a5b-41be-bd8f-3f43b75fabc8;Bock 440ml;1;9;9
ccv-3196;44d8bb97-f561-4c17-82f9-0bed125a31d5;Quilmes 473ml;4;8;32
ccv-3197;85048fb4-c1d1-46d4-b4c2-2aeca1ce96a4;Coca Cola 3L;1;15;15
ccv-3198;ea09b6db-01db-4f6a-bbbe-8235a3e61590;Huari Lata 440ml;3;10;30
ccv-3199;3262b3d9-df96-456c-acfc-940fc2edc366;Cuba Libre 2L;2;25;50
ccv-3200;207a8d39-b0ca-4c53-b4a9-7f9d0a25415e;Ron Abuelo 1L;2;85;170
ccv-3201;6cccca18-c1e4-4abb-a2c6-69d99cf06914;Fanta 3L;1;15;15
ccv-3202;fb0385f4-8974-4ec2-bf6e-befa31ffa95a;Singani Caso Real Azul;2;35;70
ccv-3203;e27fada6-102f-4dd7-afd8-688eee973242;Pepsi 3L;1;12;12
ccv-3204;1e1f9dff-3b9d-4cf3-a1ce-84bc47892947;Paceña 440ml;3;9;27
ccv-3205;ac4234aa-d297-4f2a-88d3-9637ad28ecef;Coca Cola 3L;1;15;15
ccv-3206;3372287e-640c-431f-a108-50147b8c348d;Quilmes 473ml;3;8;24
ccv-3207;67f1855e-9f7c-4e9b-af64-bdbd7b8ed2cc;Cajetilla Winston;1;10;10
ccv-3208;36d1b144-6b94-443c-b441-b78789ce4afc;Ron Habana;2;90;180
ccv-3209;05772193-3c31-43a3-97ad-af0d3330bd0b;Sprite 3L;2;15;30
ccv-3210;05772193-3c31-43a3-97ad-af0d3330bd0b;Fanta 3L;2;15;30
ccv-3211;239be07f-b567-4799-8ab9-e910b54a55bb;Vino Santa Ana;1;35;35
ccv-3212;036723e9-8b43-4637-92b3-dc5c692b04bc;Vino Kohlberg;1;25;25
ccv-3213;b7db85c7-a3fd-4a11-b56b-ddf46de5de3d;7Up;1;12;12
ccv-3214;90a16383-18be-49ba-864c-3fef47bcd863;Huari Lata 440ml;8;10;80
ccv-3215;21b9d7b8-3222-47ad-ab7a-12af198518d9;Fanta 3L;2;15;30
ccv-3216;bdfbb342-cb94-4db1-b4c4-5ae53274f397;Cuba Libre 2L;1;25;25
ccv-3217;305e19e1-9872-49ab-a06b-a16149421f2b;Huari Lata 440ml;2;10;20
ccv-3218;524c479e-5e19-4db3-9264-618aad79042c;Conti 473ml;3;7;21
ccv-3219;88c78f68-21d5-40c3-8b53-a1d97753ef2d;Coca Cola 3L;2;15;30
ccv-3220;93c30119-7631-407b-bcbf-fde021a225f7;Fernet Bronco;3;75;225
ccv-3221;816aa57c-dc12-4218-8588-39137e27a25a;Paceña 440ml;2;9;18
ccv-3222;9055daa5-616e-4c41-8b95-0d84a40f331b;Coca Cola 3L;4;15;60
ccv-3223;d19e0d3a-05c5-44ec-90e9-4560c3a85185;Pack Burguesa 473ml;1;105;105
ccv-3224;f924987e-4079-4301-acf9-35381d010c6c;Agua Vital 990ml;2;6;12
ccv-3225;1ba962bb-ef2a-41da-9b2a-394d059fa9dc;Fanta 3L;1;15;15
ccv-3226;6c810bc9-08a6-4794-b785-fe1a09dc4d93;Simba Piña;2;9;18
ccv-3227;e25b4d7d-36d5-4100-812a-ee7b15b739f7;Coca Cola 3L;3;15;45
ccv-3228;55c9bdb7-071f-4abd-9001-ccffc9f21cf6;Coca Cola 3L;1;15;15
ccv-3229;a831f45f-fbbb-4592-8903-2c4bf38ef73e;Cajetilla Winston;1;10;10
ccv-3230;6f2a6d9d-7d30-4fb8-870f-a1fcb8fbe057;Sprite 3L;1;15;15
ccv-3231;f4b06fbf-7a4d-479a-95b4-843bde1a668e;Ron Abuelo 1L;2;85;170
ccv-3232;e226b17a-1f14-43ec-9cca-b1f03b98efe2;Huari Lata 440ml;3;10;30
ccv-3233;29146ae4-d798-491a-a837-1db2acc5efac;Coca Cola 3L;4;15;60
ccv-3234;dcd2d338-e09e-46c5-92c2-b4d2679e796e;Pepsi 3L;2;12;24
ccv-3235;e7209101-eb59-40a3-92bf-acb21d2a23dc;Fernet Bronco;3;75;225
ccv-3236;291bf5f9-0a3b-40ce-b81f-b4315a8b300b;Casa Real Etq Negra;1;75;75
ccv-3237;aae94452-2564-4741-a5c5-c54f0e1a45ed;Cuba Libre 2L;1;25;25
ccv-3238;a3b70837-b232-4512-9d5b-625c1fd076a8;Agua Vital 990ml;2;6;12
ccv-3239;4a94dfb2-c408-4a30-becc-228e35f042b3;Singani Caso Real Azul;2;35;70
ccv-3240;a3d2a9d1-1859-42b5-bd84-93194d2cfafc;Cajetilla Winston;1;15;15
ccv-3241;7b58d941-c3cb-4d2c-b096-cb19b9e41fd8;Tres Plumas Seca;2;10;20
ccv-3242;c6b407f9-a03d-41bd-ae14-5e833a4a94a2;Fanta 3L;1;15;15
ccv-3243;6b7d2ddc-eb13-4062-8515-a0f7a54376f1;Paceña 440ml;2;9;18
ccv-3244;d7223108-17fc-438c-823a-e620e5a83dfb;Conti 473ml;3;7;21
ccv-3245;5aa06b76-dc2c-476a-9507-35a95ef99504;Cajetilla Winston;1;10;10
ccv-3246;98ca77ed-d58e-46f9-b257-9ff088710836;Huari Lata 440ml;2;10;20
ccv-3247;c446ff4e-960e-4ebd-8cf3-251c46d56837;7Up;3;12;36
ccv-3248;2f7d9867-ecc3-489d-bc56-9919f7f3a4fa;Sixpack Quilmes 473ml;1;50;50
ccv-3249;ac6fd130-8470-4eab-80d3-65e4254aa508;Ron Flor de Caña;1;75;75
ccv-3250;5b3d0cf9-524e-4b96-9ebf-f24b149a95bb;Fernet Bronco;1;75;75
ccv-3251;f0403244-f6ee-4dbd-9e50-62ee3c07a89c;Coca Cola 3L;2;15;30
ccv-3252;4045e4f8-535b-49eb-8b37-5d3db27b8fe6;Vino Kohlberg;3;25;75
ccv-3253;519d175a-7e01-4a85-9968-3477ba51dd89;Quilmes 473ml;5;8;40
ccv-3254;355bf3e5-c2ef-418e-83ba-1be95d0c98d7;Quilmes 473ml;5;8;40
ccv-3255;b6b4679a-3b4e-45c5-b63a-55142441da1c;Huari Lata 440ml;2;10;20
ccv-3256;258cdd5e-7d84-4c88-81ab-c84317078d5a;Coca Cola 3L;3;15;45
ccv-3257;11adedbc-8a7c-47c4-bba3-4b09f53ec29e;Casa Real Etq Negra;1;75;75
ccv-3258;28e55b0d-d6a4-479e-bb8b-03eb663b26be;Simba Piña;2;9;18
ccv-3259;21b6092a-d429-4b27-906c-55a6c48822ea;Pepsi 3L;1;12;12
ccv-3260;268113e9-34e3-40a2-bc4b-681084dbce56;Huari Lata 440ml;2;10;20
ccv-3261;50d66a18-ed2d-4f17-b328-79b1e8a8e456;Cuba Libre 2L;3;25;75
ccv-3262;97447098-7107-493e-b52b-95cadcbba690;Conti 473ml;4;7;28
ccv-3263;03eaf833-303d-47d3-b82c-943666a779a3;Ron Habana;2;90;180
ccv-3264;efa54168-3d24-4a5c-8d8a-641eb732261d;Tres Plumas Seca;3;10;30
ccv-3265;01c2c790-e036-42dd-a422-cc4482586995;Sprite 3L;2;15;30
ccv-3266;0e1bc40b-f948-4843-9345-5732986c656d;Fanta 3L;4;15;60
ccv-3267;25c11300-b719-44d3-bcb8-324e42570a46;Agua Vital 990ml;2;6;12
ccv-3268;6dbd0e0b-5183-417a-a95b-cb3c54eabf3e;Coca Cola 3L;1;15;15
ccv-3269;27f1ddd6-72d4-4d60-ac35-8fd36a52ac2d;Vino Kohlberg;3;25;75
ccv-3270;ab9bdeb7-2286-45e9-bfff-028d52a57ba7;Cajetilla Winston;1;10;10
ccv-3271;85a70ffe-b239-4930-acaa-31c8675900ae;Paceña 440ml;4;9;36
ccv-3272;3d61cf40-39f3-4a70-981e-8b4e6ca0aa66;Ron Flor de Caña;1;75;75
ccv-3273;70fcc417-e191-4fce-9fbd-9ef8419b56fc;Pepsi 3L;3;12;36
ccv-3274;af3c9dd0-819e-4542-b5f6-5b40042cc4b1;Coca Cola 3L;2;15;30
ccv-3275;f72d23da-52b4-4f64-a2e3-f74bd0f02f6d;Huari Lata 440ml;3;10;30
ccv-3276;abf14d06-d52f-4434-9a4a-fc1844f98c64;Fanta 3L;3;15;45
ccv-3277;5bfef097-630a-4fc6-921d-1af2e24a0e0d;Huari Lata 440ml;3;10;30
ccv-3278;359582aa-2451-4655-89f0-38bfd3bae4ec;Conti 473ml;3;7;21
ccv-3279;e29839e7-64b2-4cde-9c33-cfc91fdffd4d;Cuba Libre 2L;1;25;25
ccv-3280;c867ebfe-3277-4e75-bfde-0e55bef2de43;Coca Cola 3L;4;15;60
ccv-3281;1cb7b28f-caef-4f5c-a506-c908db242972;Singani Caso Real Azul;1;35;35
ccv-3282;2e9428bd-4bb1-4c27-b069-f75117db92ea;Ron Habana;1;90;90
ccv-3283;678bbbf8-4b40-49fd-9b88-e4b14275b387;Paceña 440ml;3;9;27
ccv-3284;546ee1cc-b100-412f-8c6d-a55d1f2f3408;Huari Lata 440ml;3;10;30
ccv-3285;1fcbf78e-53e4-43a2-ae9a-83c7d706ea06;Vino Kohlberg;2;25;50
ccv-3286;f60c9bd5-2474-4960-ac49-4f2ff1f1ab3f;Tres Plumas Seca;2;10;20
ccv-3287;aa9f92f4-38db-4755-907b-2773d5b07a34;Paceña 440ml;3;9;27
ccv-3288;228d540a-4aa3-49bb-b2d8-19d9d4e8af8b;Vino Kohlberg;1;25;25
ccv-3289;01d187c3-72d7-4b69-bd0b-4fb06acb56e6;Pepsi 3L;1;12;12
ccv-3290;9cadb547-5383-433c-81ea-f39317f0bac0;Tres Plumas Seca;1;10;10
ccv-3291;3c1da134-70ff-4f05-9b5e-aaef6d50f0a0;Singani Caso Real Azul;1;35;35
ccv-3292;b7dca9bc-d9ca-4b4f-9f41-f9c43122961a;Sprite 3L;2;15;30
ccv-3293;2eb25d9d-796c-4d90-a318-13b78ce0b460;Simba Piña;1;9;9
ccv-3294;1d066ab8-1a2e-48cd-8139-4a3687044932;Paceña 440ml;4;9;36
ccv-3295;ff07d779-a7ec-42e4-9ae1-5fe06153891e;Quilmes 473ml;2;8;16
ccv-3296;a4d70e6e-3430-48be-a3a3-39f0e6bfca65;Pepsi 3L;1;12;12
ccv-3297;6a22ce3a-4ca0-4f5a-b2df-674a42944f25;Fanta 3L;2;15;30
ccv-3298;a8789fe7-494b-438e-92d5-9449bd4772a6;Caja Paceña;1;130;130
ccv-3299;6bdbf2f1-f6c3-4dc1-a1a8-eb4d46c93b9d;Coca Cola 3L;1;15;15
ccv-3300;8a014bf3-541e-41b7-8b7e-80b89c3ea868;Sixpack Quilmes 473ml;1;50;50
ccv-3301;1349f688-325f-48ea-8913-df6dcd7c213c;Huari Lata 440ml;5;10;50
ccv-3302;b9adbe5c-c443-4ab3-a4a1-71ac97e0ddc1;Golden Stand 440ml;3;7;21
ccv-3303;650d40f9-6061-4da3-be86-ab8409f1f782;Sprite 3L;2;13;26
ccv-3304;f8b998ca-2aa2-46ac-8f6f-a408bc122871;Singani Caso Real Azul;1;35;35
ccv-3305;577d7cf1-5d99-4934-847f-5b25c491ff69;Coca Cola 3L;1;15;15
ccv-3306;36283d92-bb0d-44ed-a0c2-ea7930d3fb77;Vino Kohlberg;1;25;25
ccv-3307;5942b2c4-7327-4013-bafa-61c0bd88c83b;Pepsi 3L;1;12;12
ccv-3308;85704dfd-ef44-4202-91b9-0b1248a718f5;Coca Cola 3L;1;15;15
ccv-3309;4c525b2d-81be-4c1f-9d86-cbe27846dfd3;Singani Caso Real Azul;1;35;35
ccv-3310;dd4f79f2-0242-4c6e-a422-9b0dc52af5ef;Fanta 3L;2;15;30
ccv-3311;6fc03a00-17be-4a0c-8b86-cfc445e2e969;Paceña 440ml;3;9;27
ccv-3312;386f5b69-ed22-4581-ad9e-c43afd390805;Huari Lata 440ml;3;10;30
ccv-3313;edb01f13-ccab-4793-839f-7f7966e191f1;Casa Real Etq Negra;1;75;75
ccv-3314;6ee318aa-ee06-42f4-9b46-799d8d0eadfa;Sprite 3L;2;15;30
ccv-3315;07ce111d-5e92-4db2-8b49-34c72953db86;Conti 473ml;6;7;54
ccv-3316;3ec90363-b6ba-470d-9db5-6d63661e9cef;Fanta 3L;5;15;75
ccv-3317;5ab639de-b4ca-4534-9265-51cb57911537;Golden Stand 440ml;2;7;14
ccv-3318;6d65143e-8fa4-4d57-871d-360f81b68a94;Cajetilla Winston;1;10;10
ccv-3319;18d75e40-13d9-4fd9-8bd8-29c83d182234;Coca Cola 3L;2;15;30
ccv-3320;10683b91-28a7-479c-86fb-5eaea3720c06;Ron Habana;1;90;90
ccv-3321;498d21da-ca02-433a-8191-a9064f7effa4;Tres Plumas Seca;1;10;10
ccv-3322;21e2c033-2d42-406b-af86-13f61ad1029e;Fernet Bronco;1;75;75
ccv-3323;3f052293-01a5-4560-80fc-7eea600ffda9;Fanta 3L;3;15;45
ccv-3324;17daabbb-c920-43f4-984b-9029d65cd62e;Paceña 440ml;2;9;18
ccv-3325;544361e8-272f-4987-bce8-b90bd42a08cf;Coca Cola 3L;2;15;30
ccv-3326;c340afb4-5d02-4dc4-8c0f-9d3c386e92e1;Pepsi 3L;3;12;36
ccv-3327;cd1cd5df-bcf8-42a1-826c-39a91409a2b2;Cajetilla Winston;1;10;10
ccv-3328;277fc9f7-329c-4100-9e23-81c5f0b0fd01;Ron Abuelo 1L;1;85;85
ccv-3329;a7c1f58d-59e2-47eb-88f4-2e449a7a9b16;Conti 473ml;3;7;21
ccv-3330;88c3d810-0661-4e62-a33b-07c4ceaec83f;Simba Piña;1;9;9
ccv-3331;99d25c9b-ef79-4c17-93d8-4e742744b178;Paceña 440ml;3;9;27
ccv-3332;841f7ac0-efb0-4e7f-bc8b-193fc250570d;Sprite 3L;2;15;30
ccv-3333;0e3ed067-ce05-40b6-8ecb-d01b5f37d153;Casa Real Etq Negra;1;75;75
ccv-3334;54822a67-ab93-4ccc-830e-8ca9c1eb6bde;Huari Lata 440ml;4;10;40
ccv-3335;792c7fa8-e2fa-42bb-8721-979906bde30f;Ron Flor de Caña;1;75;75
ccv-3336;eb135107-ef39-4ea9-af3f-0cd3a6f08598;Paceña 440ml;4;9;36
ccv-3337;c3cf97e3-d436-49f1-99f4-1e572585c39f;Coca Cola 3L;1;15;15
ccv-3338;47e063fc-c502-49a2-bf27-b68150f32ea4;Cajetilla Winston;1;10;10
ccv-3339;e9954858-c4b9-4cff-b649-3132684509fd;Paceña 440ml;3;9;27
ccv-3340;fbff0086-cac6-41dc-9b1f-751cf21cf40d;Fanta 3L;2;15;30
ccv-3341;73127b4f-4f6e-46f8-9531-a89332fff0f4;Paceña 440ml;2;6;12
ccv-3342;f4151bd8-a2c2-4ba3-8ef9-e4c4295809d8;Conti 473ml;2;7;14
ccv-3343;c02193ca-eaa3-4c13-9e52-c31e7e928d2f;Huari Lata 440ml;3;10;30
ccv-3344;656184e3-c0e1-4793-b0e1-50b99a72fe66;Ron Abuelo 1L;1;85;85
ccv-3345;8d12cfb3-bf36-43a0-8c1a-af31b4c9a1af;Paceña 440ml;3;9;27
ccv-3346;ec234eef-24dc-41fc-b896-6f0a18d573f9;Huari Lata 440ml;2;10;20
ccv-3347;c741bd7e-c55b-4ae3-ad5f-4295d23e6f2b;Simba Piña;1;9;9
ccv-3348;c3c2290c-d62e-450b-bbbb-8572fd3d57f3;Sixpack Quilmes 473ml;1;50;50
ccv-3349;213ca2f9-15ae-415e-8432-8e20a8327907;Coca Cola 3L;1;15;15
ccv-3350;eed15457-76c8-4cf5-bf19-0b005bf695eb;Cajetilla Winston;1;10;10
ccv-3351;df8ad978-d840-41f7-a070-712d0d34aa6d;Paceña 440ml;3;9;27
ccv-3352;c18bacd3-d457-4f2e-ad21-b37588f8866d;Huari Lata 440ml;3;10;30
ccv-3353;c4a3ef02-c28c-498c-940a-09418db504dd;Fernet Bronco;1;75;75
ccv-3354;3403557f-4cfe-4f13-9b19-3ba112e435b5;Vino Kohlberg;2;25;50
ccv-3355;72e92e79-bf19-4620-9a05-c826c349faf9;Paceña 440ml;4;9;36
ccv-3356;85b570ce-d4c0-4ab9-99b4-b5ce85a966df;Fanta 3L;2;15;30
ccv-3357;050f8f6c-187a-4059-882b-cb534c63a06d;Huari Lata 440ml;3;10;30
ccv-3358;850c92a0-05bd-403e-8f22-aeec0190a2f1;Agua Vital 990ml;2;6;12
ccv-3359;6e522a58-5789-4ac9-a1e5-a72c13c21077;Ron Flor de Caña;1;75;75
ccv-3360;f446a918-90fc-40c5-8732-23c4fd1957c7;Cajetilla Winston;1;10;10
ccv-3361;790ef1cb-3c72-42b4-bab1-e5746bc1cdca;Coca Cola 3L;5;15;75
ccv-3362;42b799a8-2b76-4321-b0cc-4a2495e75cf6;Cajetilla Winston;1;10;10
ccv-3363;1d46936f-d8ce-4218-830c-d4d3dc79fb79;Conti 473ml;3;7;21
ccv-3364;a4d39ab5-23d2-45ce-9009-579e2136c31b;Agua Vital 990ml;2;6;12
ccv-3365;9f6772cc-4501-4e18-a308-82ddd9c30fb1;Coca Cola 3L;1;15;15
ccv-3366;acc2f1e5-bbf6-4494-be46-fc986182a10b;Sixpack Quilmes 473ml;1;50;50
ccv-3367;31c720be-b05c-4181-8b90-19f1085a4427;Sprite 3L;2;15;30
ccv-3368;4ab64cca-6ed1-4443-ab48-9fbd6f020921;Fanta 3L;2;15;30
ccv-3369;5ecaa4f1-6daf-4206-8b5f-91bbcd683c0d;Fernet Bronco;1;75;75
ccv-3370;ee8aff6d-ebe5-4b85-b224-44a3fe6dd520;Fanta 3L;2;15;61
ccv-3371;4196e9c8-bdd2-4d4c-8573-9b2e45ff3486;Paceña 440ml;3;9;27
ccv-3372;4e17f483-1e8c-43f2-9701-345419575e68;Huari Lata 440ml;3;10;30
ccv-3373;fab364c2-e479-4046-9f16-e7d0b1b7e2e5;Coca Cola 3L;1;15;15
ccv-3374;b7675c3e-abcc-4897-b6e2-5f0f8066f7e6;Ron Abuelo 1L;1;85;85
ccv-3375;90d59fe0-d8a6-48e5-bebc-511957a703c0;Simba Piña;1;9;9
ccv-3376;a6c4020a-d88f-46c3-89ba-70ecf01eacba;Paceña 440ml;4;9;36
ccv-3377;f188964c-83b6-4b44-bf00-b4ec2f93fddb;Vino Kohlberg;1;25;25
ccv-3378;fbab6c7c-354c-45df-a89f-a2cab5427483;Cajetilla Winston;1;10;10
ccv-3379;95a5739b-22b3-45ca-b161-d5cc76249c98;Paceña 440ml;2;9;18
ccv-3380;61807622-e272-4c38-8411-2ea7f05af65a;Fanta 3L;1;15;15
ccv-3381;c7c06bfb-0991-48f8-b13d-7bfa27a95d4d;Coca Cola 3L;1;15;15
ccv-3382;737e6e0c-db7a-441c-b290-b20eda2d550b;Sixpack Quilmes 473ml;1;50;50
ccv-3383;9f98f047-5f43-44de-a42d-30f797beb862;Sprite 3L;2;15;30
ccv-3384;747df5e0-1500-449a-922e-b1bc1b9f3ba4;Fernet Bronco;1;75;75
ccv-3385;de45491c-b428-4c2b-8184-53505094e604;Fanta 3L;1;15;15
ccv-3386;e9c80f82-50e8-49ad-9f97-eedc4feaede2;Cajetilla Winston;1;10;10
ccv-3387;9f41e33e-844b-4a26-96ba-c862df20f544;Paceña 440ml;2;9;18
ccv-3388;a78c0df1-cbfe-472f-a55c-7c28f71a6f2d;Pepsi 3L;3;12;36
ccv-3389;e0fe66a6-e832-4a76-b5b3-1ad5140e4854;Conti 473ml;2;7;14
ccv-3390;82f0cb53-45e9-4871-8051-08d562af8950;Huari Lata 440ml;2;10;20
ccv-3391;4fdb85c5-e56d-4963-a714-9efcee6903ba;Cajetilla Winston;1;10;10
ccv-3392;42dd092d-742d-47f6-8932-f45b42d33ac0;Fanta 3L;1;15;15
ccv-3393;a9aadf06-8085-4969-acd9-a6aac766a368;Pepsi 3L;1;12;12
ccv-3394;5f233a99-f881-4814-b8c1-886e5993ff55;Paceña 440ml;3;9;27
ccv-3395;43261181-2ed9-487b-bb95-2c7cf18755a9;Huari Lata 440ml;3;10;30
ccv-3396;7d81454d-8a4b-4c81-9e1e-7aafee96c1e9;Casa Real Etq Negra;1;75;75
ccv-3397;2de81635-4c5a-428c-8c7b-3de525a38877;Sprite 3L;3;15;45
ccv-3398;c36585f0-dec3-49ac-939c-5ccc9830e1ef;Conti 473ml;3;7;21
ccv-3399;12e9565a-c502-4600-812e-5b436514a85c;Fanta 3L;1;15;15
ccv-3400;f3ac79e1-2d1d-4c4f-9adf-06c719636b8c;Coca Cola 3L;4;15;60
ccv-3401;01ce9180-ebef-4ecf-921d-ee3a4da56838;Singani Caso Real Azul;1;35;35
ccv-3402;b503aebc-9959-438f-9424-56683263dd54;Pepsi 3L;2;12;24
ccv-3403;90ab0a71-e3e6-4034-91b3-ed8ef2970199;Cuba Libre 2L;1;25;25
ccv-3404;c7c07714-72a9-4bfe-ac40-4d094d1ceeb7;Coca Cola 3L;4;15;60
ccv-3405;84a1d0be-6174-42e7-a548-c39fa7c401d4;Fernet Bronco;1;75;75
ccv-3406;5e8cf0ab-7089-48fc-b8fb-fce24d8398fb;Fanta 3L;1;15;15
ccv-3407;1eb83735-cb3d-4188-9cc9-8115a2b50966;Simba Piña;1;9;9
ccv-3408;fdb6c06a-0182-40e8-924f-c70a32af98b7;Paceña 440ml;1;9;9
ccv-3409;daa68bbc-d9b5-49f2-9107-2e6ac944389f;Quilmes 473ml;5;8;40
ccv-3410;34b8100f-59c0-4cb3-96c8-2a7b08e33cac;Fanta 3L;1;15;15
ccv-3411;dedfa539-50f8-43f5-94d2-6f8a6dc62323;Sprite 3L;2;15;30
ccv-3412;19425066-47a8-4956-bc81-30ea5c7a6163;Pepsi 3L;1;12;12
ccv-3413;b0eae095-6973-4b32-a0ac-92aef299719e;Golden Lata 440ml;3;7;21
ccv-3414;691021f7-edf3-4aee-a141-ac605fc96d65;Tres Plumas Seca;1;10;10
ccv-3415;61323470-926f-4c8a-b29f-82398b617912;Coca Cola 3L;2;15;30
ccv-3416;4dbfb6b2-a345-4249-8b45-0a61a212c91a;Fernet Bronco;1;75;75
ccv-3417;4b7e742a-c547-4c83-b28b-b9ef20294b4a;Pepsi 3L;1;12;12
ccv-3418;47a6894a-e85e-4392-9546-68c582afd8a9;Coca Cola 3L;4;15;60
ccv-3419;8f1b8f21-eee8-483e-bc82-9bf6b5196fcf;Huari Lata 440ml;3;10;30
ccv-3420;7eca2d6c-c1e4-44d0-b20d-b393c29b35f4;Casa Real Etq Negra;1;75;75
ccv-3421;b6d64f85-4bd7-41e5-8bc4-75521428a8f4;Pepsi 3L;1;12;12
ccv-3422;e51d619a-63e7-48ed-a102-90b5a09c7e96;Simba Piña;1;9;9
ccv-3423;38bb22f2-8683-4875-b38b-bbdac612e1ec;Fanta 3L;1;15;15
ccv-3424;1fa179d9-c6c9-46c0-87e3-b01617571304;Pepsi 3L;1;12;12
ccv-3425;77c51bcb-cf65-4915-bf5a-85e7de4eaaac;Paceña 440ml;5;9;45
ccv-3426;bc57d10d-6e14-40a7-9333-418ff1c58c3e;Quilmes 473ml;4;8;32
